NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
360015005825,12%,29%,37%,27155,15.49,78%
360015101916,12%,66%,65%,43309,19.27,72%
360015101947,9%,40%,100%,28274,19.27,75%
360015101952,11%,79%,76%,90556,20.59,56%
360015102036,10%,39%,74%,38708,19.15,70%
360015105955,10%,30%,87%,28477,17.47,83%
360015201906,12%,82%,100%,31795,18.00,62%
360015201943,9%,59%,94%,51875,20.84,46%
360015203107,11%,53%,96%,49435,18.71,67%
360015204312,6%,55%,89%,57500,19.64,78%
360015205823,10%,45%,75%,39936,15.66,91%
360015205826,8%,78%,40%,47740,18.08,99%
360015205827,10%,45%,75%,39936,15.02,76%
360015205926,10%,45%,75%,39936,19.79,65%
360015205940,10%,45%,75%,39936,15.20,84%
360015205941,10%,45%,75%,39936,16.86,71%
360015300829,9%,81%,91%,86719,21.28,59%
360015300871,6%,69%,57%,52036,23.72,34%
360015302009,10%,74%,100%,61742,19.93,53%
360015302032,9%,73%,66%,56786,22.91,42%
360015302873,15%,63%,54%,41667,15.56,58%
360015805847,14%,60%,41%,36585,20.67,55%
360016305923,10%,56%,55%,43672,17.30,67%
360016505889,23%,38%,45%,21311,17.74,86%
360016605902,13%,37%,39%,35867,20.25,76%
360016705891,12%,65%,34%,43965,18.22,91%
360017005867,4%,87%,70%,65379,18.37,74%
360094806058,5%,93%,39%,91875,16.66,71%
360095906073,16%,44%,29%,31424,15.81,88%
360096306039,17%,32%,42%,20678,18.42,84%
360103606225,11%,59%,43%,33792,15.61,78%
360104106263,17%,47%,26%,28015,15.61,69%
360104706254,17%,47%,26%,28015,17.22,67%
370001100400,17%,57%,23%,32444,17.32,69%
370001100402,19%,49%,46%,33850,20.57,38%
370001100420,23%,44%,24%,29135,21.15,19%
370001100426,14%,76%,63%,54716,19.10,45%
370001100433,13%,71%,50%,59118,17.64,49%
370001100436,14%,61%,58%,33935,19.42,43%
370001100445,18%,71%,41%,46797,16.25,62%
370001102124,22%,61%,38%,32708,17.32,60%
370001102132,29%,61%,29%,27105,18.74,41%
370001102134,8%,75%,58%,48309,21.28,37%
370001102512,13%,70%,72%,83359,22.06,21%
370001102663,7%,64%,68%,61784,20.35,33%
370001103228,6%,78%,37%,41281,20.71,46%
370001201491,14%,54%,27%,34051,20.45,52%
370001201495,6%,79%,71%,68563,22.28,29%
370001201497,15%,53%,49%,32847,19.20,55%
370001201502,18%,48%,51%,40156,18.25,61%
370001202142,24%,46%,21%,20028,21.76,47%
370001202616,6%,81%,75%,53840,19.49,42%
370003000006,11%,71%,55%,47589,21.54,31%
370003000009,19%,58%,51%,40179,17.81,59%
370003000016,7%,61%,76%,63300,20.93,31%
370003000019,8%,60%,69%,50795,21.50,21%
370003000202,12%,37%,44%,31536,18.76,75%
370003000207,16%,64%,35%,30522,19.98,46%
370009000028,11%,44%,57%,35464,20.96,36%
370012000037,14%,43%,59%,24957,20.62,44%
370018002054,33%,51%,16%,31549,16.59,67%
370018002748,18%,35%,65%,40605,18.27,47%
370018002973,33%,51%,16%,31549,17.30,58%
370021002425,11%,53%,54%,32926,20.86,42%
370024000062,18%,48%,61%,34171,19.96,58%
370027000070,20%,62%,17%,17130,22.25,37%
370027002749,20%,62%,17%,17130,23.96,22%
370030000081,7%,51%,75%,39423,20.96,44%
370033001926,10%,69%,33%,29126,19.30,50%
370033002224,12%,45%,67%,35500,17.98,39%
370033002504,12%,41%,57%,38068,19.49,57%
370036000101,9%,48%,41%,30962,14.71,81%
370036002918,9%,48%,41%,30962,17.83,45%
370039000116,21%,57%,32%,23879,16.86,62%
370039002620,16%,51%,54%,25180,17.15,51%
370042000125,10%,57%,52%,45272,19.54,47%
370042000127,10%,54%,70%,42355,21.37,39%
370042000132,24%,44%,57%,36597,20.86,42%
370042002898,18%,50%,57%,47149,23.62,37%
370045000133,5%,76%,84%,76250,22.72,33%
370045000142,9%,54%,65%,38117,21.64,38%
370045000143,6%,60%,71%,43657,19.86,54%
370045000147,8%,70%,75%,49592,20.93,44%
370045000156,4%,64%,81%,52981,22.67,31%
370045000164,7%,90%,75%,61314,22.99,31%
370045002661,20%,62%,17%,17130,21.79,36%
370048000174,15%,41%,66%,29646,20.37,44%
370048000176,16%,48%,55%,35332,21.25,46%
370048002832,21%,46%,74%,40227,23.28,39%
370048002836,13%,51%,68%,43750,22.47,37%
370053000210,17%,59%,44%,42173,19.30,39%
370053000215,11%,60%,74%,53091,20.71,29%
370053000216,14%,62%,61%,46200,21.37,37%
370053000378,5%,72%,70%,54096,21.84,43%
370053002570,9%,76%,75%,69848,22.08,36%
370053002833,5%,81%,77%,84730,22.59,13%
370053003083,7%,88%,93%,111228,22.06,15%
370053003159,4%,73%,91%,73400,23.60,30%
370058000231,11%,67%,84%,45891,20.67,43%
370058000239,8%,40%,63%,35938,21.69,35%
370058000241,13%,46%,62%,32225,18.96,57%
370058002880,13%,59%,67%,48889,21.96,34%
370060000246,12%,39%,45%,25651,20.49,18%
370063000253,11%,65%,67%,53681,21.64,35%
370063000259,1%,76%,57%,53929,22.42,29%
370063002369,16%,59%,64%,47434,23.16,20%
370066000264,20%,44%,40%,29500,19.25,49%
370069000274,7%,51%,73%,51406,21.52,26%
370069000277,8%,63%,78%,47109,19.47,46%
370069000282,7%,48%,82%,47476,22.45,29%
370069000285,9%,56%,75%,48552,20.03,40%
370069000290,11%,63%,68%,52813,21.67,40%
370069002753,18%,32%,44%,31011,22.01,37%
370072000295,5%,97%,91%,135781,26.21,18%
370072001942,1%,89%,91%,91771,26.53,18%
370072002823,7%,87%,78%,87472,25.96,18%
370075000306,14%,43%,72%,45250,19.10,29%
370075000311,19%,38%,56%,36683,18.05,61%
370075000313,13%,69%,76%,58150,21.72,24%
370078000318,14%,47%,68%,30771,19.30,43%
370078000323,7%,57%,68%,33757,21.30,46%
370078002626,9%,52%,90%,34906,19.32,44%
370084000330,25%,50%,42%,25747,18.47,50%
370087000333,16%,58%,65%,31956,21.76,39%
370090000336,12%,43%,64%,38582,18.98,50%
370090000340,13%,64%,68%,50825,19.93,45%
370090002714,9%,63%,69%,41130,21.64,42%
370090002720,25%,53%,29%,27116,20.42,57%
370090003030,13%,58%,50%,44805,21.03,56%
370093000353,12%,47%,47%,36967,18.52,-1%
370096000145,3%,75%,66%,44375,16.68,47%
370096000237,8%,50%,48%,23689,18.25,40%
370096000373,8%,48%,56%,35541,17.34,61%
370096002902,21%,47%,28%,24007,18.96,47%
370108000449,12%,52%,46%,46469,21.86,22%
370108003037,7%,57%,83%,62212,22.06,20%
370111000454,4%,65%,66%,47095,19.69,31%
370111000457,7%,68%,62%,56516,21.03,29%
370111002724,4%,75%,48%,56929,22.52,19%
370114000459,11%,53%,74%,47576,20.96,37%
370114000467,18%,48%,54%,35419,20.45,33%
370114000471,7%,65%,78%,64864,20.49,23%
370114000475,13%,60%,74%,52611,21.62,23%
370114000484,13%,47%,59%,43497,20.89,37%
370114002216,17%,39%,44%,32179,19.22,42%
370117000486,10%,49%,68%,39286,22.08,31%
370117002827,10%,49%,68%,39286,22.35,27%
370120000497,9%,47%,67%,35929,19.20,51%
370120000498,12%,56%,45%,28311,17.34,66%
370120000500,8%,47%,63%,37197,19.08,50%
370120000505,14%,38%,61%,34069,17.83,58%
370120003154,10%,45%,55%,42005,21.50,66%
370126000385,12%,52%,34%,35633,17.10,59%
370126000530,5%,94%,90%,156875,22.08,35%
370126000545,12%,68%,58%,72266,18.93,54%
370126000550,10%,67%,75%,52963,15.88,68%
370126001547,5%,81%,64%,60855,23.45,34%
370126002292,7%,50%,27%,32809,20.84,48%
370126002726,8%,59%,24%,26830,20.86,49%
370126002913,10%,67%,75%,52963,18.37,59%
370126002920,12%,52%,34%,35633,17.05,47%
370126003112,11%,55%,51%,38243,18.59,53%
370132000555,20%,49%,45%,34544,17.44,74%
370132000559,18%,42%,52%,41853,18.64,59%
370132001770,12%,58%,45%,33832,17.34,67%
370132002762,12%,58%,45%,33832,21.81,29%
370150000592,29%,60%,14%,34479,15.66,84%
370150000600,10%,59%,64%,40945,20.57,30%
370150000604,4%,75%,75%,64375,20.40,45%
370150000623,7%,80%,78%,56607,21.59,34%
370150000624,2%,46%,61%,39545,18.15,63%
370150000631,13%,50%,52%,31071,19.49,69%
370150000634,10%,87%,67%,25508,22.40,41%
370150000647,6%,82%,72%,77695,22.33,21%
370150002729,32%,38%,15%,14278,15.93,82%
370150002765,9%,78%,69%,72721,22.96,13%
370150003038,9%,61%,45%,33849,23.99,0%
370150003176,23%,53%,57%,25179,23.57,36%
370150003194,15%,54%,54%,49018,18.69,46%
370153000651,9%,26%,59%,29590,20.52,48%
370153000658,19%,54%,56%,31316,21.86,55%
370153000661,5%,73%,82%,57991,19.76,38%
370162000663,11%,70%,74%,56613,19.66,53%
370162000668,20%,40%,44%,25052,17.66,61%
370162000675,21%,48%,62%,44142,21.64,41%
370162000681,9%,67%,91%,68050,20.89,36%
370162000691,11%,42%,48%,39015,17.74,66%
370162000702,21%,56%,60%,32438,19.91,46%
370162000711,15%,76%,56%,50373,21.35,28%
370162002384,21%,67%,75%,57440,20.45,34%
370162002521,18%,34%,26%,19014,22.94,24%
370168000720,15%,49%,69%,51364,19.37,37%
370177000734,10%,54%,85%,41144,21.20,49%
370180000742,11%,56%,44%,48856,19.08,53%
370180002769,11%,56%,44%,48856,21.96,18%
370180002770,12%,69%,68%,52131,20.25,23%
370180002812,12%,69%,68%,52131,19.86,28%
370180002829,5%,54%,72%,55230,20.32,47%
370180003142,6%,32%,50%,39866,21.20,35%
370183000750,8%,50%,56%,39327,17.86,60%
370192000768,19%,54%,39%,29212,16.39,77%
370192000774,7%,86%,90%,54545,23.91,35%
370192000793,5%,54%,17%,24306,21.47,42%
370192000798,13%,28%,59%,27561,16.39,80%
370192000821,7%,64%,79%,54676,17.52,57%
370192000830,9%,86%,83%,81250,20.30,39%
370192000836,6%,65%,75%,59583,17.78,56%
370192000838,5%,83%,90%,96250,23.64,11%
370192000846,10%,76%,75%,68151,20.15,29%
370192000849,8%,41%,74%,42576,19.18,58%
370192000855,4%,71%,26%,33324,20.40,39%
370192000951,20%,37%,19%,23947,22.11,50%
370192000956,15%,32%,43%,23545,19.96,59%
370192000967,10%,52%,18%,35055,17.71,75%
370192002042,8%,79%,81%,60278,21.59,36%
370192002584,22%,94%,87%,25104,20.15,23%
370192002629,11%,81%,79%,52128,30.95,8%
370192002889,13%,28%,59%,27561,18.10,61%
370192002989,15%,32%,43%,23545,18.66,67%
370192002991,10%,65%,71%,72043,23.60,15%
370192003233,22%,94%,87%,25104,18.91,42%
370195000866,14%,40%,31%,29886,16.07,76%
370195002157,11%,34%,23%,30354,16.39,86%
370201000884,9%,50%,76%,44286,20.62,42%
370201000894,8%,73%,76%,75703,18.98,44%
370201002158,12%,55%,68%,36688,19.44,49%
370201002733,14%,56%,79%,48056,19.64,32%
370204000908,9%,51%,74%,41019,21.67,38%
370204000910,6%,72%,58%,44049,22.37,35%
370210000804,12%,59%,87%,36520,21.67,45%
370210000915,14%,60%,67%,32261,22.01,42%
370210000926,5%,64%,86%,51140,22.16,25%
370210000928,15%,55%,32%,27944,22.13,32%
370216002208,11%,53%,65%,32411,15.44,67%
370219000943,7%,39%,27%,23309,21.67,43%
370225000968,13%,57%,25%,25923,17.88,55%
370225002897,13%,57%,25%,25923,23.03,45%
370231000990,5%,60%,80%,49082,20.59,29%
370231000994,7%,63%,78%,54271,22.94,23%
370231000999,14%,43%,66%,44410,19.40,39%
370231002303,12%,54%,54%,36932,19.18,53%
370231002633,9%,82%,86%,80511,23.13,6%
370231003087,12%,54%,54%,36932,22.25,33%
370234001008,11%,76%,58%,45735,21.06,39%
370237001012,4%,72%,61%,50992,20.89,26%
370237001021,9%,56%,56%,37647,21.47,43%
370237001023,19%,50%,79%,42833,20.76,41%
370237001028,12%,57%,65%,37608,19.30,61%
370237001029,14%,59%,52%,40313,21.20,43%
370237002635,6%,64%,86%,70911,22.23,24%
370237003116,12%,57%,65%,37608,23.38,37%
370237003215,6%,64%,86%,70911,19.96,22%
370237003225,9%,50%,68%,44063,22.08,22%
370240001035,14%,50%,67%,40842,20.23,63%
370243001039,10%,59%,56%,32246,19.76,52%
370256001080,21%,25%,44%,26434,20.25,47%
370256002781,10%,40%,67%,39094,20.32,49%
370261000585,23%,40%,23%,20784,18.00,74%
370261001091,7%,65%,58%,49005,18.69,45%
370261001094,5%,42%,85%,45476,21.20,39%
370264001102,20%,43%,47%,27754,18.37,70%
370268001110,11%,77%,97%,68393,21.45,26%
370268001114,16%,54%,39%,26604,20.03,52%
370268001124,16%,50%,73%,47224,20.40,44%
370268002673,5%,57%,80%,62465,22.57,21%
370276001138,11%,43%,78%,27917,21.01,47%
370276002901,11%,43%,78%,27917,23.08,55%
370282001153,5%,49%,61%,42618,21.18,44%
370282003145,9%,63%,74%,41250,21.64,36%
370288001165,14%,44%,42%,33293,17.32,57%
370288001169,16%,53%,44%,31974,19.84,44%
370294001179,17%,48%,46%,32557,20.40,45%
370294002809,6%,52%,47%,29741,20.79,40%
370297001214,8%,48%,49%,36958,22.06,54%
370297001221,27%,36%,27%,29022,17.83,74%
370297001229,6%,41%,88%,45335,21.18,48%
370297001244,4%,94%,84%,84174,23.96,29%
370297001248,6%,76%,77%,81755,20.13,51%
370297001250,24%,40%,48%,25500,21.47,35%
370297001274,6%,90%,92%,71313,22.81,39%
370297001285,24%,40%,48%,25500,15.71,80%
370297001286,19%,42%,62%,44079,17.39,68%
370297002220,6%,94%,74%,71536,24.89,8%
370297002324,8%,79%,74%,74471,22.06,36%
370297002326,6%,70%,46%,45497,16.76,72%
370297002593,3%,88%,94%,102346,19.79,38%
370297002641,24%,38%,21%,21198,19.40,57%
370297002811,10%,74%,83%,80016,19.93,36%
370297002841,7%,72%,69%,51602,20.10,56%
370297002852,7%,72%,69%,51602,20.79,39%
370297002886,7%,72%,69%,51602,21.08,32%
370297002894,7%,72%,69%,51602,17.27,54%
370297002905,7%,72%,69%,51602,18.71,44%
370297002910,5%,92%,87%,109569,24.23,9%
370297003000,12%,45%,38%,33750,23.77,26%
370297003173,6%,71%,78%,63919,18.54,58%
370297003175,3%,77%,66%,57118,23.08,14%
370297003245,19%,56%,39%,25679,15.73,80%
370300001297,13%,57%,75%,38925,21.62,40%
370306001307,17%,46%,82%,26530,18.64,-1%
370306001313,17%,45%,45%,34375,18.00,-2%
370309001320,7%,43%,61%,34075,20.40,49%
370309001321,15%,59%,38%,34194,21.94,29%
370309001328,8%,59%,57%,42870,22.84,29%
370312001333,7%,79%,76%,66027,22.23,25%
370321001339,12%,70%,30%,30994,22.23,39%
370327000763,17%,53%,45%,38209,18.22,59%
370327001351,15%,67%,52%,55521,19.37,42%
370327001354,10%,42%,72%,41822,20.18,49%
370327002643,19%,63%,67%,48563,18.83,48%
370327002644,19%,63%,67%,48563,20.30,43%
370331000384,14%,57%,76%,42813,21.11,32%
370331000388,16%,55%,66%,50354,21.13,40%
370331002180,10%,43%,43%,35289,19.47,44%
370331003127,14%,57%,76%,42813,22.16,19%
370333001373,9%,68%,69%,52696,21.30,31%
370333001379,9%,83%,48%,56987,23.03,24%
370333001384,17%,48%,39%,29283,20.79,44%
370333002595,15%,66%,60%,51575,21.94,34%
370333002888,9%,64%,38%,32691,25.79,38%
370333002915,9%,68%,69%,52696,21.74,46%
370336001400,9%,54%,74%,31951,20.08,47%
370342001412,13%,52%,34%,40351,16.27,70%
370345001421,8%,69%,82%,59130,20.20,26%
370345001423,18%,63%,63%,38705,21.01,30%
370345001429,10%,60%,78%,44540,20.32,24%
370345001431,15%,55%,60%,36713,20.15,36%
370345001434,7%,67%,50%,54500,21.20,26%
370345001440,16%,81%,64%,55464,20.91,25%
370345002598,13%,72%,65%,43922,18.81,31%
370348001447,7%,75%,77%,53846,21.42,30%
370348002645,7%,75%,77%,53846,23.40,26%
370351001450,5%,67%,49%,52406,20.47,44%
370354001456,16%,47%,41%,15395,19.22,44%
370354002537,14%,56%,64%,52056,18.76,49%
370357001466,6%,51%,47%,39750,19.13,67%
370357001469,5%,75%,76%,68345,21.86,20%
370357002646,13%,47%,83%,45236,19.20,57%
370357002906,14%,51%,29%,29955,23.35,41%
370360001475,14%,45%,57%,41702,19.84,44%
370363001484,22%,34%,36%,21537,18.61,47%
370372000785,8%,64%,51%,49049,21.91,38%
370378001519,6%,45%,60%,40983,19.18,52%
370378001527,12%,42%,54%,34496,19.66,47%
370378001530,9%,56%,62%,50545,20.67,45%
370378001534,6%,55%,52%,39527,20.74,37%
370378002883,15%,47%,40%,29612,22.59,36%
370378003016,6%,46%,65%,56333,21.08,33%
370378003100,8%,51%,73%,45132,20.54,29%
370387001557,10%,62%,82%,45543,17.56,56%
370390001564,13%,50%,45%,35617,20.01,39%
370393002102,23%,60%,62%,26416,18.10,64%
370393002184,16%,38%,55%,29294,14.76,80%
370393002232,15%,38%,34%,25710,17.34,73%
370393002237,6%,69%,81%,47857,18.54,63%
370393002239,9%,40%,45%,23994,16.44,78%
370393002791,6%,61%,54%,50479,22.50,64%
370399001072,14%,63%,58%,37930,18.96,50%
370399001543,9%,67%,74%,55000,18.03,56%
370399001595,7%,51%,73%,53977,21.47,30%
370399002306,17%,39%,53%,34453,20.03,44%
370405001616,7%,59%,79%,49707,20.62,35%
370405001625,15%,57%,29%,37455,16.88,59%
370405001629,13%,46%,39%,37697,19.27,43%
370405001630,11%,54%,66%,34861,20.10,43%
370405002253,18%,58%,38%,28829,19.69,61%
370405002882,14%,53%,58%,44392,19.62,37%
370405003035,14%,50%,32%,30625,22.52,55%
370408001636,8%,50%,84%,43003,19.42,50%
370408001640,12%,56%,79%,34042,18.61,54%
370408001651,17%,59%,63%,39568,21.03,49%
370408002793,18%,44%,77%,24554,22.28,-5%
370414001672,7%,49%,67%,42696,19.35,55%
370414001674,8%,39%,50%,34342,17.74,62%
370414001676,7%,49%,67%,42696,20.67,43%
370414001683,31%,39%,61%,29275,18.64,65%
370420003007,11%,64%,56%,48438,20.27,60%
370420003231,25%,33%,25%,16605,17.54,64%
370432000022,16%,49%,36%,23799,17.64,63%
370432001713,13%,50%,59%,41625,19.37,34%
370432001718,9%,55%,53%,44154,21.01,37%
370432001720,13%,54%,84%,47861,21.20,27%
370438001737,10%,51%,77%,46967,21.50,33%
370438001741,8%,53%,54%,44029,19.54,36%
370438002485,7%,61%,61%,49861,21.06,26%
370441001748,4%,61%,74%,41938,21.72,34%
370441001754,4%,51%,70%,27177,21.74,45%
370441001757,8%,54%,72%,39436,21.40,50%
370444001763,9%,56%,81%,42529,20.20,43%
370450001776,14%,39%,44%,35610,16.68,72%
370453001778,10%,58%,79%,39636,22.13,36%
370453001783,8%,54%,78%,43250,21.50,46%
370462001301,14%,32%,49%,35844,16.10,79%
370462001792,13%,48%,63%,43703,18.42,55%
370462001797,8%,53%,73%,48958,20.03,31%
370462001799,6%,58%,81%,62682,21.42,19%
370462001803,9%,73%,73%,69353,20.96,26%
370462001806,9%,51%,62%,42292,22.18,18%
370462002552,3%,84%,93%,140294,23.86,5%
370462002799,8%,71%,87%,75500,21.47,19%
370462002845,6%,96%,88%,111806,24.52,1%
370462002893,9%,73%,73%,69353,24.21,32%
370462003093,9%,91%,96%,143889,22.94,9%
370465001823,15%,30%,24%,19798,18.10,64%
370465002280,31%,31%,6%,16845,16.59,73%
370465003024,5%,63%,70%,50964,19.93,56%
370472000944,6%,91%,60%,73391,23.67,15%
370472001829,6%,80%,76%,72153,24.43,7%
370472001830,7%,83%,60%,59934,23.52,30%
370472001839,5%,84%,56%,40804,23.13,32%
370472001844,5%,51%,60%,52857,23.91,26%
370472001861,13%,80%,73%,66477,22.40,24%
370472001863,14%,57%,41%,50754,20.69,35%
370472001879,7%,65%,59%,43986,23.18,26%
370472001892,13%,78%,65%,45222,22.57,27%
370472001901,5%,76%,81%,60590,21.18,21%
370472002055,16%,58%,37%,35323,25.06,32%
370472002355,19%,60%,51%,42028,18.57,45%
370472002489,5%,90%,90%,101591,25.43,5%
370472002560,6%,89%,74%,104688,22.01,24%
370472002653,5%,80%,81%,101548,22.74,24%
370472002745,9%,60%,70%,51375,19.00,45%
370472002807,9%,44%,73%,56362,19.22,40%
370472002810,5%,91%,77%,88024,24.11,9%
370472002834,9%,44%,73%,56362,20.42,40%
370472002847,7%,79%,73%,67243,22.50,16%
370472002866,19%,36%,30%,25476,23.30,24%
370472002876,9%,44%,73%,56362,19.96,52%
370472003226,9%,82%,84%,70790,21.74,22%
370474002189,8%,44%,32%,33036,16.10,70%
370474003009,8%,46%,63%,34460,18.17,57%
370480001930,18%,42%,41%,27086,15.95,72%
370483001943,9%,78%,69%,17316,22.89,24%
370488000502,17%,56%,40%,25664,16.66,76%
370488001948,9%,62%,56%,46447,21.18,34%
370488001950,12%,51%,45%,47083,18.71,41%
370488001961,11%,54%,59%,45671,19.15,33%
370488001963,13%,55%,30%,33889,17.42,60%
370488003010,17%,56%,40%,25664,20.47,26%
370489003079,17%,49%,58%,31324,18.22,48%
370489003262,15%,45%,18%,26914,16.10,76%
370492001970,21%,47%,28%,24007,17.88,49%
370495001974,15%,49%,79%,27988,19.91,42%
370495001981,12%,41%,74%,31018,19.74,46%
370495001988,16%,36%,53%,32168,21.62,43%
370495001989,9%,59%,59%,56042,20.98,49%
370502001994,21%,37%,44%,30139,16.95,64%
370502001998,8%,63%,44%,43700,21.30,43%
370502002000,15%,55%,34%,40239,19.79,41%
370502003097,28%,22%,21%,13387,20.30,51%
370504002018,10%,48%,81%,41806,21.96,33%
370504002020,9%,48%,68%,36612,19.49,41%
370507002030,10%,48%,67%,33542,22.96,37%
390003102807,33%,33%,5%,16250,16.00,92%
390004202978,5%,60%,67%,42524,17.00,75%
390005603084,25%,56%,8%,11759,21.00,29%
390008003428,3%,93%,77%,81993,20.00,44%
390009403602,6%,74%,71%,61375,21.00,54%
390012303957,12%,44%,45%,35120,18.00,86%
390018004704,5%,76%,68%,48552,22.00,0%
390021704741,7%,68%,68%,79955,21.00,0%
390022304747,24%,45%,15%,18450,19.00,42%
390025005193,43%,40%,4%,9559,23.00,0%
390042804987,58%,35%,13%,3589,17.00,98%
390051005220,4%,79%,72%,55714,17.00,43%
390053005240,16%,33%,47%,27575,23.00,0%
390053705248,23%,30%,52%,31781,21.00,74%
390058605078,19%,57%,42%,31111,20.00,59%
390136605556,28%,54%,50%,34714,16.00,62%
390434800016,10%,68%,83%,59915,21.00,46%
390434800020,7%,63%,59%,46600,18.00,100%
390434800035,7%,38%,26%,32296,17.00,99%
390434800046,10%,39%,74%,38633,16.00,77%
390434800051,26%,54%,16%,23958,16.00,100%
390434800106,16%,47%,30%,41893,18.00,89%
390434800113,10%,54%,43%,44339,21.00,51%
390434805431,23%,44%,23%,11268,23.00,40%
390434900064,10%,64%,84%,44000,19.00,57%
390435000075,20%,46%,62%,31250,22.00,28%
390435100084,14%,32%,39%,23438,20.00,62%
390435200097,6%,74%,65%,36775,24.00,34%
390435300104,18%,32%,39%,30156,19.00,49%
390435400115,4%,86%,91%,98309,24.00,7%
390435500121,4%,88%,93%,116719,25.00,10%
390435700135,8%,33%,49%,23299,19.00,45%
390435800144,13%,36%,35%,33824,21.00,39%
390435900150,7%,49%,57%,43904,21.00,27%
390436000175,10%,65%,82%,49861,22.00,25%
390436100159,8%,42%,55%,23571,21.00,57%
390436200180,6%,89%,82%,106731,25.00,23%
390436300185,7%,73%,49%,20714,23.00,26%
390436400194,7%,84%,81%,75320,25.00,7%
390436500200,8%,48%,75%,44648,20.00,68%
390436600204,6%,66%,71%,59850,22.00,17%
390436700212,8%,63%,68%,49545,23.00,34%
390436800216,11%,58%,63%,34738,21.00,59%
390436900225,7%,59%,67%,42042,20.00,44%
390437000233,20%,44%,58%,38250,17.00,80%
390437100253,11%,58%,36%,27130,19.00,58%
390437100256,32%,42%,21%,10871,18.00,80%
390437300267,8%,80%,67%,47000,25.00,10%
390437400281,24%,67%,48%,34848,22.00,85%
390437500316,18%,73%,29%,39318,20.00,45%
390437500319,10%,38%,38%,36750,19.00,80%
